"","ESP_CAT_0_10","ESP_CAT_0_10_CEC","ESP_CAT_0_10_Cs","ESP_CAT_0_10_CUP","ESP_CAT_0_10_ERC","ESP_CAT_0_10_JXCAT","ESP_CAT_0_10_PPC","ESP_CAT_0_10_PSC","ESP_CAT_0_10_VOX","IDEOL_0_10","IDEOL_0_10_CEC","IDEOL_0_10_Cs","IDEOL_0_10_CUP","IDEOL_0_10_ERC","IDEOL_0_10_JXCAT","IDEOL_0_10_PPC","IDEOL_0_10_PSC","IDEOL_0_10_VOX","RISCOS","SIMPATIA_CEC_0_10","SIMPATIA_CONTRARIS_FEMINISME_0_10","SIMPATIA_Cs_0_10","SIMPATIA_CUP_0_10","SIMPATIA_DRETES_0_10","SIMPATIA_ERC_0_10","SIMPATIA_ESQUERRES_0_10","SIMPATIA_FEMINISTES_0_10","SIMPATIA_INDEPENDENTISTES_0_10","SIMPATIA_JXCAT_0_10","SIMPATIA_PP_0_10","SIMPATIA_PSC_0_10","SIMPATIA_UNIONISTES_0_10","SIMPATIA_VOTANTS_CEC_0_10","SIMPATIA_VOTANTS_Cs_0_10","SIMPATIA_VOTANTS_CUP_0_10","SIMPATIA_VOTANTS_ERC_0_10","SIMPATIA_VOTANTS_JXCAT_0_10","SIMPATIA_VOTANTS_PP_0_10","SIMPATIA_VOTANTS_PSC_0_10","SIMPATIA_VOTANTS_VOX_0_10","SIMPATIA_VOX_0_10","VAL_C_PUIGDEMONT","VAL_GOV_CAT","VAL_GOV_ESP","VAL_I_ARRIMADAS","VAL_O_JUNQUERAS","Clusters"
"1029",5,6,3,8,7,5,2,6,0,5,4,6,1,2,3,7,6,8,6,2,0,3,5,3,7,4,5,4,5,3,5,3,2,2,3,2,3,3,3,0,0,0,3,3,2,8,"2"
"1030",8,6,0,6,7,7,5,6,0,5,5,0,5,6,7,4,4,0,0,5,5,0,5,4,7,6,5,8,7,5,6,2,5,0,6,7,7,5,5,0,0,9,5,4,0,8,"2"
"1031",10,0,0,6,1,2,0,0,0,3,6,10,3,8,8,9,8,10,8,0,0,0,5,0,0,5,5,8,3,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,"3"
"1032",10,8,0,10,10,10,0,6,0,1,3,10,0,10,6,10,6,10,7,6,0,0,8,0,9,10,10,10,5,0,2,0,6,0,10,10,7,0,3,0,0,10,7,2,0,10,"3"
"1033",10,5,1,10,8,9,1,3,0,4,5,9,2,5,4,9,6,10,5,4,0,0,7,3,5,9,9,10,9,2,3,0,4,0,8,7,9,2,3,0,0,10,6,2,0,5,"3"
"1034",10,9,0,10,9,10,0,5,0,3,2,9,1,3,8,9,6,10,0,6,0,0,5,0,8,10,10,10,5,0,6,0,5,5,5,5,5,0,5,0,0,3,5,3,2,8,"3"
"1035",3,9,2,10,10,10,1,2,0,6,0,5,0,3,3,5,4,8,7,0,5,0,0,5,0,5,5,0,0,6,1,10,0,0,0,0,0,6,1,10,10,0,1,1,0,0,"1"
"1036",9,6,0,8,8,8,0,6,0,3,3,10,1,4,6,8,7,10,2,8,1,0,7,4,8,8,8,8,6,2,7,3,8,2,8,8,7,2,7,0,0,4,4,3,0,4,"3"
"1037",9,5,3,5,9,8,3,4,0,2,3,7,3,1,5,8,7,10,6,7,1,2,6,2,9,9,10,8,5,1,3,1,7,4,5,8,5,2,3,0,0,7,7,5,1,8,"3"
"1038",10,3,0,9,4,7,0,1,0,5,3,10,2,5,5,10,8,10,6,0,0,0,5,5,4,5,8,10,5,0,0,4,2,0,7,4,4,0,0,0,0,9,0,0,0,3,"3"
"1039",5,7,0,8,8,8,1,7,0,3,4,10,1,5,5,9,3,10,10,5,10,0,3,1,5,10,10,10,4,0,6,8,10,0,4,10,10,0,10,0,0,0,4,6,3,6,"2"
"1040",9,5,0,9,8,8,1,3,0,5,3,7,1,4,6,8,5,10,6,3,1,0,6,3,5,7,7,8,6,1,3,2,5,0,6,7,7,2,4,0,0,8,4,3,0,7,"3"
"1041",1,9,9,9,9,9,1,3,0,4,0,0,1,2,0,5,1,0,1,0,0,0,1,2,2,4,8,2,0,1,1,10,1,0,2,2,2,2,2,0,0,0,5,1,0,1,"1"
"1042",8,5,0,10,5,5,2,3,0,4,5,10,0,4,4,8,7,10,8,0,0,0,4,10,7,10,10,10,5,0,5,10,8,0,8,10,8,7,10,0,0,5,4,4,0,8,"3"
"1043",9,1,1,5,10,5,0,1,0,0,1,10,3,0,8,10,8,10,0,0,0,0,5,1,9,9,8,9,0,0,0,1,1,2,5,10,5,0,2,0,0,7,2,0,0,7,"3"
"1044",4,6,3,8,8,7,3,5,0,4,6,7,3,4,5,1,5,10,5,5,0,2,5,0,5,6,10,6,5,0,5,6,7,3,5,5,4,2,4,0,0,2,5,6,2,4,"2"
"1045",5,5,5,4,5,6,5,7,1,5,5,6,5,2,5,5,5,10,7,6,0,6,6,6,5,6,6,6,6,4,5,6,6,6,6,6,6,6,6,6,2,2,7,6,6,8,"2"
"1046",8,3,0,7,7,6,2,3,0,2,4,10,3,4,9,9,7,10,8,5,2,0,8,2,3,7,7,5,2,0,0,2,5,0,7,5,5,0,5,0,0,10,3,1,0,2,"3"
"1047",4,7,5,7,6,6,2,4,3,7,4,7,2,4,3,7,4,8,5,8,2,6,5,6,3,6,6,7,5,8,5,8,3,6,3,3,3,9,3,8,8,2,3,4,6,4,"1"
"1048",9,8,1,10,9,7,1,5,0,3,6,9,1,3,5,9,7,10,0,6,5,0,9,3,10,10,8,9,5,1,6,5,6,4,10,10,7,4,5,0,0,5,5,4,0,9,"3"
"1049",9,6,0,9,7,8,0,4,0,3,3,9,1,3,5,8,4,10,5,6,1,0,6,6,7,8,8,10,6,1,3,6,6,0,7,7,7,2,3,0,0,10,6,4,0,7,"3"
"1050",5,5,2,6,7,5,0,5,0,2,5,6,5,4,3,10,2,10,3,7,0,6,6,0,6,10,10,8,6,0,6,8,7,0,8,7,7,0,7,0,0,8,5,5,5,10,"3"
"1051",10,10,0,8,10,10,0,5,0,0,5,10,10,5,7,9,6,10,7,2,0,1,5,0,7,10,10,10,8,1,7,0,10,0,6,8,7,1,5,0,0,8,8,8,0,8,"3"
"1052",3,5,5,6,3,4,6,5,0,6,6,5,4,7,6,4,4,8,5,6,6,5,4,4,6,6,6,5,5,4,6,5,6,4,4,5,6,4,5,0,0,5,6,4,4,5,"2"
"1053",10,3,0,10,9,6,0,0,0,1,4,9,0,4,7,10,6,10,7,4,0,0,10,0,7,8,10,8,1,0,0,0,5,0,8,7,5,0,2,0,0,5,3,0,0,8,"3"
"1054",5,8,0,8,9,9,0,5,0,3,2,8,4,1,5,8,6,10,5,6,0,2,6,0,5,8,10,2,6,2,6,10,4,1,5,5,4,6,6,0,0,0,8,8,2,8,"2"
"1055",2,7,2,8,7,7,2,4,2,1,5,8,4,5,8,9,5,8,4,3,2,0,3,3,0,8,8,6,0,0,2,4,7,5,7,5,2,5,7,3,0,0,3,6,0,0,"2"
"1056",9,8,0,10,8,9,0,2,0,2,3,10,1,4,6,8,5,10,9,6,1,0,7,1,8,7,7,7,5,0,0,0,2,0,4,4,2,0,2,0,0,4,2,0,0,6,"3"
"1057",5,7,3,8,8,9,2,7,1,6,1,6,0,1,5,6,4,10,9,0,5,5,0,6,0,5,3,1,0,9,1,7,0,5,0,2,2,7,3,1,0,0,2,1,4,3,"1"
"1058",7,6,1,10,9,9,0,6,0,3,3,8,1,5,8,9,4,10,7,6,0,0,0,3,5,7,9,6,3,0,7,6,8,4,4,5,4,5,8,0,0,0,7,7,1,5,"2"
"1059",10,3,0,9,9,8,0,1,0,4,3,9,1,5,7,9,6,10,7,2,1,1,6,5,5,7,7,8,7,1,3,3,4,1,5,4,7,2,3,0,0,8,6,5,0,4,"3"
"1060",5,7,3,10,10,10,1,3,0,7,1,8,0,2,9,8,4,10,6,3,0,7,0,8,4,7,9,0,1,6,6,10,6,7,2,4,2,6,6,4,1,2,4,6,6,4,"1"
"1061",9,5,2,10,7,8,1,2,0,1,5,8,0,2,3,9,6,10,5,5,0,1,9,0,8,10,10,10,5,0,2,5,7,2,9,7,6,1,3,0,0,7,4,3,1,7,"3"
"1062",9,3,0,9,9,9,0,2,0,3,5,10,1,2,3,10,8,10,7,5,1,0,8,4,8,8,8,8,8,0,1,3,5,0,8,8,8,1,3,0,0,7,4,2,0,7,"3"
"1063",5,6,1,8,7,7,1,4,0,3,5,9,3,5,8,8,6,10,5,3,4,1,2,5,2,6,5,5,2,1,2,5,6,5,5,5,5,5,5,0,0,0,2,3,0,3,"2"
"1064",5,5,2,5,7,4,1,3,0,2,3,7,2,4,7,8,5,10,7,9,0,3,9,2,7,10,10,7,4,2,5,4,8,3,8,7,3,2,5,0,0,6,6,6,2,6,"3"
"1065",7,6,4,7,7,7,2,5,0,4,4,6,3,3,4,7,4,10,5,6,0,3,4,4,6,7,9,7,4,3,6,3,5,3,7,7,5,3,5,0,0,8,6,6,1,7,"2"
"1066",8,7,2,10,9,9,1,5,1,7,4,9,1,4,6,9,6,10,7,5,1,0,2,0,6,8,9,5,4,0,4,0,6,2,2,7,5,0,6,0,0,7,7,7,0,7,"3"
"1067",7,5,0,9,9,8,0,2,0,1,4,6,1,2,7,8,7,10,2,5,0,0,7,2,6,10,9,8,0,0,3,0,5,0,8,7,3,0,5,0,0,5,4,5,2,8,"3"
"1068",5,5,1,10,10,6,3,5,0,5,4,8,0,0,4,7,5,10,5,3,0,2,0,0,3,0,5,0,3,3,3,5,5,3,4,5,4,4,5,4,0,5,4,3,4,5,"2"
"1069",7,6,2,9,8,8,3,3,0,5,3,8,3,3,4,8,5,9,5,4,0,3,4,5,6,4,8,2,7,3,5,7,4,4,2,4,5,4,4,0,0,5,3,2,7,4,"2"
"1070",10,3,1,8,6,9,2,2,0,7,5,9,0,5,5,8,8,10,7,2,1,1,1,5,2,4,8,7,4,3,2,3,2,2,2,4,5,4,3,2,0,7,2,4,1,3,"2"
"1071",8,5,0,7,9,7,0,0,0,4,6,10,2,3,6,10,7,10,7,4,1,1,5,0,8,6,9,9,6,0,3,2,6,0,6,9,5,0,0,0,0,5,6,0,0,8,"3"
"1072",8,6,0,10,6,6,0,3,0,4,3,10,2,3,6,10,8,10,8,4,0,0,6,5,5,7,10,10,5,0,0,8,4,0,8,6,6,0,1,0,0,7,5,5,0,2,"3"
"1073",0,10,0,10,10,10,1,5,0,10,4,8,0,0,0,0,5,10,10,0,5,5,0,1,0,5,2,0,0,5,0,10,0,5,0,0,0,5,0,10,10,0,3,5,0,0,"1"
"1074",2,8,2,10,9,10,2,7,0,8,0,7,0,1,2,8,4,10,8,0,5,7,0,10,2,5,5,8,2,9,5,10,5,5,5,5,5,5,5,5,7,2,4,0,0,8,"1"
"1075",10,5,1,9,6,8,3,4,0,6,4,8,5,3,6,10,4,10,3,4,5,0,5,5,2,5,5,5,9,0,4,5,5,5,5,5,5,5,5,5,0,7,6,5,0,4,"2"
"1076",5,7,0,8,7,8,0,6,0,6,5,10,3,7,7,10,5,10,6,5,5,0,0,7,6,7,7,7,7,0,3,2,5,0,0,6,7,0,5,0,0,7,6,5,1,7,"3"
"1077",8,5,2,8,10,7,0,4,0,3,3,8,2,2,4,9,4,10,6,6,0,0,3,2,7,7,10,8,5,0,7,3,5,3,5,7,5,0,9,0,0,3,7,6,0,7,"3"
"1078",5,5,5,10,10,9,2,5,1,7,1,4,2,3,7,7,2,8,8,0,5,0,0,7,2,7,5,5,2,2,0,5,5,3,3,5,5,5,0,5,3,5,2,0,1,7,"1"
"1079",7,5,4,8,9,9,1,5,0,3,4,7,0,4,6,8,5,10,6,8,0,0,8,2,7,8,9,7,6,0,6,2,7,2,8,7,7,2,5,0,0,7,6,6,2,8,"3"
"1080",10,5,0,6,6,6,0,5,0,4,3,8,1,3,7,9,6,10,8,6,0,0,5,0,8,7,7,9,8,0,4,5,6,0,4,9,9,0,3,0,0,7,8,4,0,7,"3"
"1081",5,8,2,9,9,10,2,4,1,5,5,8,2,5,7,8,5,10,6,7,3,3,3,3,6,6,6,5,4,5,7,2,7,4,6,7,6,4,7,1,0,4,7,6,4,6,"2"
"1082",5,9,0,10,6,4,3,2,0,6,2,9,1,5,4,8,7,10,7,0,0,3,0,4,0,2,8,0,4,0,4,2,0,4,0,4,0,5,6,0,0,0,2,0,0,3,"1"
"1083",2,7,3,7,9,10,3,4,1,8,3,7,4,5,6,6,5,5,8,4,5,5,4,7,7,5,4,4,3,6,5,7,4,6,5,6,5,6,5,7,5,2,4,5,6,6,"1"
"1084",8,7,0,9,7,9,1,7,0,3,2,8,5,4,7,9,5,10,6,8,0,0,5,3,5,9,10,6,3,0,3,3,9,0,6,7,3,3,6,0,0,3,6,6,0,6,"3"
"1085",5,5,1,6,5,4,1,4,0,5,4,9,3,4,6,8,5,10,2,6,0,0,6,4,7,6,10,10,7,2,7,4,6,3,6,10,7,6,7,0,0,7,6,5,2,8,"3"
"1086",4,6,0,10,9,9,1,5,0,2,1,8,0,2,5,8,2,10,0,0,5,0,1,2,6,8,3,8,3,1,7,8,3,0,4,7,5,1,8,0,0,2,2,3,0,9,"2"
"1087",5,3,5,10,9,7,3,5,2,5,0,5,0,2,4,7,4,7,5,0,3,5,0,9,0,1,5,0,1,8,2,8,5,5,5,5,5,5,5,5,10,0,2,2,5,3,"1"
"1088",5,8,5,5,9,9,3,5,0,3,5,5,5,3,3,8,4,10,8,0,0,5,0,2,0,7,10,5,0,0,5,8,5,5,5,5,5,5,7,0,0,1,5,5,5,3,"2"
"1089",3,10,5,10,6,7,1,2,0,5,1,10,0,3,2,8,0,10,5,0,6,0,5,7,3,5,4,9,5,6,0,10,0,0,3,0,2,9,4,0,1,0,4,3,4,9,"1"
"1090",9,2,0,9,6,9,0,2,0,3,4,10,1,3,3,10,9,10,6,2,0,0,6,0,1,5,5,9,7,0,1,3,7,1,8,7,8,3,6,0,0,8,6,6,0,4,"3"
"1091",8,5,1,8,9,5,1,4,0,5,4,10,2,3,8,9,5,10,4,7,1,2,6,1,7,5,8,6,5,0,5,3,5,1,7,7,5,1,4,1,0,5,5,6,0,5,"3"
"1092",5,5,2,10,9,8,0,5,0,2,3,8,1,2,7,9,5,10,8,9,0,2,6,4,7,7,10,5,4,2,6,1,7,4,6,6,4,2,4,0,0,2,3,5,1,6,"3"
"1093",5,5,0,10,10,10,0,5,0,3,3,8,0,0,0,10,5,10,0,0,0,0,0,3,0,7,5,0,0,0,8,3,5,2,0,0,2,2,8,0,0,0,2,5,2,0,"2"
"1094",0,4,3,8,7,8,3,5,3,5,3,4,3,4,3,7,5,7,5,0,2,0,3,2,5,6,6,4,0,0,7,5,3,2,3,3,3,2,7,0,0,4,5,7,5,7,"2"
"1095",5,7,2,8,9,5,0,2,0,7,4,10,1,1,1,10,7,10,5,5,0,0,0,0,5,8,8,8,6,0,3,0,6,3,5,5,8,0,5,0,0,5,6,3,3,8,"3"
"1096",5,8,0,10,7,8,0,5,0,6,1,10,1,4,5,9,3,10,5,0,4,0,0,4,2,4,4,3,2,0,4,3,2,0,0,5,2,0,5,0,0,0,4,4,0,2,"2"
"1097",1,5,7,10,6,9,5,3,1,5,7,7,1,3,8,6,3,10,3,0,2,7,0,3,0,5,7,0,0,4,5,7,0,4,0,0,0,3,4,2,3,0,2,4,6,0,"1"
"1098",5,7,3,9,9,10,3,5,0,3,2,6,0,3,9,8,5,10,5,7,5,7,5,5,8,7,5,5,5,7,10,5,5,6,5,7,5,5,7,1,0,5,4,4,5,7,"2"
"1099",10,4,1,8,7,8,2,4,0,4,3,10,2,5,6,8,5,10,5,3,1,1,3,6,7,5,7,8,7,2,6,4,3,1,4,7,7,3,5,0,0,8,6,6,0,8,"3"
"1100",3,6,2,10,8,10,1,3,0,4,1,6,0,1,8,8,3,10,7,2,1,6,0,5,3,7,8,4,3,5,9,8,4,8,0,2,4,5,9,4,3,1,5,5,4,2,"2"
"1101",7,4,2,10,9,9,2,4,0,3,4,7,1,2,1,7,4,9,9,5,0,4,5,4,7,6,10,4,6,3,8,6,6,6,6,6,6,6,7,2,0,6,6,7,5,6,"2"
"1102",5,10,5,10,10,10,5,5,2,5,0,5,0,0,5,5,3,10,5,0,5,0,0,5,0,5,5,5,0,5,1,5,5,5,5,5,5,5,5,5,5,0,4,3,5,3,"1"
"1103",9,5,0,10,9,4,0,0,0,1,1,10,0,1,10,10,6,10,9,9,0,0,6,0,8,4,10,5,0,0,5,5,10,0,6,10,5,0,5,0,0,0,7,7,0,9,"3"
"1104",4,0,2,3,5,5,4,3,4,5,0,5,0,2,0,5,3,5,3,0,0,0,0,4,0,0,2,3,0,5,3,3,0,3,0,0,0,5,2,3,7,0,2,3,4,1,"1"
"1105",5,6,1,9,9,8,1,6,0,3,2,7,8,5,7,9,5,9,4,7,3,4,5,3,5,7,6,5,3,2,6,4,6,5,5,5,3,3,6,1,1,2,4,6,5,4,"2"
"1106",0,9,2,10,9,9,0,8,0,4,1,8,0,1,3,10,2,10,5,0,3,6,0,3,0,1,0,3,4,4,0,8,1,6,0,1,4,5,2,3,2,0,0,0,6,1,"1"
"1107",5,5,3,7,7,7,0,5,0,7,4,9,4,5,4,10,8,10,5,3,0,0,5,0,5,7,7,5,1,0,3,0,3,0,5,5,4,0,3,0,0,0,3,1,0,4,"3"
"1108",5,5,4,8,5,5,0,4,0,5,0,2,4,5,6,10,5,10,5,0,0,1,0,0,0,10,9,0,0,0,1,10,4,7,4,6,4,0,8,0,0,0,5,8,8,3,"2"
"1109",2,10,7,10,10,5,4,5,0,10,0,8,1,5,5,8,3,10,0,10,0,0,4,5,5,0,0,0,4,7,3,8,5,6,5,6,4,10,6,10,10,3,4,0,0,5,"1"
"1110",10,7,2,9,8,10,2,5,0,3,4,9,1,5,6,9,6,10,6,0,4,0,9,4,5,7,4,9,4,0,0,4,6,2,10,7,5,0,5,0,0,6,4,0,0,5,"3"
"1111",6,5,3,5,7,7,3,6,0,5,4,5,4,6,5,7,5,10,5,3,2,0,6,2,6,6,6,7,6,3,6,4,3,2,3,7,6,2,6,2,0,7,5,5,3,7,"2"
"1112",8,5,2,8,8,8,1,6,0,3,2,8,2,3,6,8,4,9,7,4,2,1,5,2,6,6,6,6,6,2,4,4,5,2,5,7,6,4,5,1,0,6,6,5,2,6,"3"
"1113",6,9,3,9,10,9,2,3,0,5,5,8,0,0,2,10,3,10,6,4,0,3,3,5,3,4,8,9,5,3,3,3,8,6,7,9,10,4,3,2,0,5,2,2,3,5,"2"
"1114",9,5,2,7,6,6,1,5,0,2,6,7,4,5,8,8,7,10,4,6,0,0,6,4,2,7,8,6,3,0,2,5,7,2,6,6,6,2,5,0,0,5,3,4,0,5,"3"
"1115",5,9,4,10,10,10,1,6,0,7,5,3,3,5,6,9,6,10,2,5,0,1,0,3,5,9,7,5,5,1,5,5,5,4,0,5,3,3,6,0,0,0,5,5,3,6,"2"
"1116",7,8,6,8,8,9,1,3,0,0,5,9,5,0,2,8,5,10,6,5,0,3,7,0,6,0,10,5,5,1,5,5,8,7,8,9,5,0,4,0,0,3,5,7,4,10,"2"
"1117",5,5,2,9,7,6,2,4,0,3,3,8,2,4,6,8,5,10,5,6,0,2,3,3,5,7,8,4,4,2,4,4,6,1,3,5,4,2,4,0,0,3,4,4,1,6,"2"
"1118",1,5,0,9,9,7,0,4,0,2,5,10,1,1,8,10,3,10,10,5,0,0,7,0,7,8,8,8,5,0,5,0,4,0,8,8,4,0,4,0,0,0,0,0,0,9,"3"
"1119",8,5,0,8,5,6,0,5,0,5,4,8,0,4,4,10,5,10,6,4,6,0,2,0,10,5,3,8,5,0,4,4,5,0,4,10,5,0,6,0,0,0,4,4,0,10,"3"
"1120",6,2,3,7,10,8,2,1,2,4,7,7,5,2,3,7,4,8,7,6,0,5,2,6,4,6,7,7,8,5,2,7,2,4,2,6,6,5,3,4,4,8,4,3,3,7,"2"
"1121",5,6,2,8,8,6,2,4,2,5,7,6,4,4,6,8,5,8,6,4,5,3,6,3,3,5,6,3,5,3,6,5,5,5,5,5,5,5,5,5,5,0,5,5,5,3,"2"
"1122",8,7,3,8,9,8,0,5,0,4,3,5,1,3,3,10,3,10,9,4,0,4,3,0,8,7,10,8,6,4,6,0,5,4,2,7,7,1,7,0,0,7,4,5,0,7,"3"
"1123",10,2,3,1,2,2,6,4,4,7,0,0,1,2,0,10,6,8,7,0,5,0,0,5,0,7,5,5,0,10,5,5,5,5,5,5,5,5,5,5,9,0,8,6,0,5,"1"
"1124",0,10,0,10,10,10,0,9,0,9,0,5,0,0,1,7,1,8,8,0,0,10,0,10,0,3,2,0,0,10,3,10,0,10,0,0,0,10,10,10,10,0,0,0,8,0,"1"
"1125",5,2,3,10,8,1,2,4,1,4,7,8,1,3,6,9,4,10,7,5,1,2,5,4,7,10,10,4,5,0,7,5,4,4,3,5,4,1,6,0,0,4,6,7,4,5,"2"
"1126",8,5,0,8,10,10,1,5,0,4,5,9,3,4,7,8,6,10,6,5,0,0,6,4,7,8,8,8,5,0,3,5,7,3,7,8,6,4,4,0,0,5,4,4,0,6,"3"
"1127",9,7,1,10,9,6,2,5,0,2,3,7,1,3,5,9,6,10,7,6,2,1,6,7,7,8,8,8,5,3,5,6,6,5,7,8,7,5,6,0,0,3,5,4,1,6,"3"
"1128",10,3,0,4,7,10,0,2,0,1,3,10,1,4,5,10,8,10,10,7,0,0,8,3,8,8,10,10,10,0,6,0,6,0,8,8,10,0,2,0,0,10,7,0,0,7,"3"
"1129",10,5,0,10,10,10,0,0,0,5,4,10,1,5,6,10,10,10,0,4,0,0,5,0,5,8,8,10,9,0,0,0,4,0,6,6,10,0,0,0,0,10,0,0,0,5,"3"
"1130",3,6,2,9,4,9,2,4,0,4,1,7,1,6,8,7,5,10,0,6,2,6,0,5,7,8,7,3,2,4,8,8,3,5,1,6,2,4,8,1,0,1,6,6,4,3,"2"
"1131",3,6,5,6,6,6,3,4,3,5,5,4,4,4,4,5,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"2"
"1132",8,3,1,9,8,7,1,3,1,2,2,10,1,3,8,9,6,10,4,3,1,0,8,1,5,8,8,8,4,0,0,0,5,0,8,5,4,1,3,0,0,7,4,4,0,7,"3"
"1133",9,5,1,9,8,7,3,5,0,2,5,9,2,3,5,8,7,10,6,2,0,0,5,0,3,9,10,9,4,0,2,2,6,1,8,5,5,1,3,0,0,7,6,5,3,6,"3"
"1134",9,4,0,10,7,7,0,2,0,3,6,10,1,4,6,8,6,10,6,6,0,0,8,1,7,9,8,9,6,0,5,1,6,0,9,8,7,0,4,0,0,7,4,3,0,6,"3"
"1135",5,9,2,10,7,9,1,5,0,5,2,5,1,2,1,8,5,10,8,0,1,0,1,4,0,5,8,3,0,0,0,5,5,5,5,5,5,5,5,5,0,0,5,5,2,2,"1"
"1136",5,6,0,10,9,8,0,4,0,4,2,8,2,3,2,7,5,10,3,8,5,1,2,4,3,8,5,5,4,3,6,5,5,5,5,5,5,5,5,5,0,1,4,2,4,2,"2"
"1137",5,6,0,10,10,10,0,5,0,3,3,8,1,5,8,8,5,10,7,6,0,0,1,5,5,8,9,5,0,0,6,0,6,0,3,6,0,4,6,0,0,0,5,5,0,3,"2"
"1138",2,10,1,10,10,8,2,3,0,4,1,5,0,1,6,6,5,9,5,0,1,3,0,5,0,5,7,5,0,5,5,8,5,5,5,5,5,5,5,5,0,0,4,4,3,0,"1"
"1139",8,9,0,10,7,10,0,0,0,0,2,10,0,6,8,10,8,10,5,10,0,0,10,0,8,10,10,9,9,0,1,5,8,0,10,8,10,0,0,0,0,10,0,0,0,7,"3"
"1140",7,7,1,9,8,10,0,5,0,3,5,8,5,4,8,7,4,10,9,7,0,1,5,5,7,5,10,5,4,0,0,5,5,5,5,5,5,5,5,0,0,6,5,5,0,6,"3"
"1141",5,4,4,4,5,5,4,9,0,5,0,0,0,5,4,5,6,0,0,0,7,0,0,0,0,0,0,0,0,0,9,8,4,5,4,5,7,0,10,0,0,0,0,6,5,5,"1"
"1142",10,6,0,10,10,10,0,5,0,6,7,9,3,1,6,9,6,10,6,6,0,0,8,5,8,8,10,10,8,0,0,0,8,0,10,10,10,0,5,0,0,10,6,5,0,10,"3"
"1143",2,9,4,10,8,8,3,6,0,7,2,5,1,3,2,7,3,10,0,0,0,5,0,7,0,5,8,0,0,8,1,10,0,5,0,3,2,8,4,5,0,0,3,2,5,1,"1"
"1144",10,3,0,9,7,8,0,2,0,2,3,9,0,3,5,10,5,10,6,6,0,0,9,3,8,10,9,8,7,0,2,0,6,1,8,8,7,0,5,0,0,5,5,5,0,7,"3"
"1145",0,6,5,9,8,8,2,7,0,7,3,5,2,3,2,7,4,8,10,0,4,4,0,10,0,5,10,5,0,5,0,10,7,7,7,7,7,7,7,7,10,0,4,3,8,0,"1"
"1146",5,7,2,8,8,9,3,4,0,1,4,6,1,5,7,7,5,10,6,7,0,0,8,3,7,10,10,8,2,0,5,5,10,5,10,8,5,5,10,0,0,2,6,6,3,6,"2"
"1147",2,9,2,10,10,10,3,7,0,7,0,5,0,1,3,7,2,10,9,1,2,5,0,8,1,3,2,0,3,9,3,10,0,6,0,0,3,10,2,6,4,0,6,0,8,3,"1"
"1148",4,5,2,9,7,8,1,5,1,1,2,8,3,5,9,9,5,10,7,8,5,6,3,5,4,8,8,6,3,2,6,5,4,5,5,5,4,3,6,0,0,2,3,6,2,5,"2"
"1149",5,5,2,6,7,8,1,6,0,2,4,7,3,5,4,9,5,10,7,7,0,4,3,0,4,8,6,6,3,0,5,5,5,2,4,4,4,2,5,0,0,4,5,6,2,4,"2"
"1150",5,5,2,5,10,8,0,4,0,5,1,7,6,3,4,10,4,10,6,3,0,0,2,0,6,6,2,4,4,0,4,7,4,1,3,7,7,2,6,0,0,6,5,5,1,8,"2"
"1151",0,4,2,7,6,5,5,1,0,7,3,6,6,9,4,6,3,10,7,5,0,5,5,6,6,10,10,5,5,8,10,10,5,5,5,8,5,5,10,0,0,3,8,7,7,3,"2"
"1152",7,5,1,10,8,6,1,4,0,2,2,7,0,2,6,8,5,10,7,5,5,0,6,5,7,5,5,5,4,0,5,5,5,5,5,5,5,5,5,5,0,5,5,5,0,8,"2"
"1153",9,3,4,3,6,7,3,6,5,5,3,4,2,7,6,4,6,4,7,5,3,5,4,5,6,6,7,6,7,5,6,7,4,6,3,7,7,3,6,4,5,4,6,6,5,7,"2"
"1154",5,8,2,3,5,5,0,4,0,5,8,8,2,4,5,9,5,10,5,5,0,0,3,7,5,5,7,9,6,2,4,0,2,0,4,4,7,2,3,0,0,7,5,4,0,5,"3"
"1155",3,5,2,10,10,10,2,6,0,5,3,4,0,3,2,5,3,8,3,4,3,5,2,7,3,5,9,5,4,6,4,7,5,7,2,4,3,10,5,3,4,0,5,6,4,2,"1"
"1156",5,9,3,9,9,9,0,5,0,5,5,5,5,5,5,5,5,5,10,0,7,0,0,5,3,5,2,5,0,0,0,5,5,5,5,5,5,5,5,5,0,0,1,1,1,5,"1"
"1157",5,8,5,9,7,9,1,6,1,3,1,6,1,1,4,10,3,10,5,2,2,3,2,1,2,3,1,4,0,1,8,10,2,4,0,5,0,0,5,0,0,0,4,4,2,2,"1"
"1158",1,10,9,10,10,10,1,5,1,5,1,1,1,1,1,5,1,5,5,1,0,1,1,0,1,0,5,0,1,1,1,5,3,3,3,0,0,3,3,3,1,0,1,1,0,0,"1"
"1159",6,8,0,10,10,5,0,5,0,5,3,10,2,1,3,10,4,10,6,5,0,0,2,0,7,8,8,8,4,0,4,0,7,0,5,8,4,0,3,0,0,3,5,5,0,10,"3"
"1160",1,5,2,10,10,9,2,4,0,6,2,6,0,2,5,7,4,10,8,2,5,7,0,5,2,5,5,5,4,7,5,7,5,5,5,5,5,5,5,5,4,0,2,2,7,1,"1"
