"PERSONES_LLAR","PROVINCIA","HABITAT","COMARCA","CIUTADANIA","SEXE","EDAT","LLOC_NAIX","SIT_ECO_PERSONAL","INF_POL_DIARI_FREQ","INF_POL_TV_FREQ","INF_POL_RADIO_FREQ","INF_POL_XARXES_FREQ","INF_POL_CONEGUTS_FREQ","INF_POL_TV_CANAL","INF_POL_RADIO_EMISORA","INF_POL_PREMSA_DIARI","INF_POL_OBJ_CAP_OPOSICIO","INF_POL_OBJ_GOVERN_CAT","INF_POL_OBJ_RANG_ESCOLARITZACIO","INF_POL_OBJ_INI_ESCOLARITZACIO","INF_POL_OBJ_FI_ESCOLARITZACIO","COLLECTIU_DISCRIMINAT","LLOC_NAIX_PARE","LLOC_NAIX_MARE","GRUP_ETNIC","RELIGIO","SIT_LAB","ESTUDIS_1_15","GENERE","ORIENTACIO_SEXUAL","ESTAT_CIVIL","LLENGUA_PRIMERA","LLENGUA_IDENTIFICACIO","BENESTAR_COTXE_PROPI","BENESTAR_VACANCES","BENESTAR_SUPORT_LLAR","BENESTAR_PROPIETATS","BENESTAR_FACTURES","TIPUS_LLAR","INGRESSOS_1_15","DISCAPACITAT","Clusters"
1,"Barcelona","10.001-50.000 habitants","Maresme","Sí, tinc la ciutadania (espanyola)","Femení",86,"Altres comunitats autònomes","Igual","Mai","Tots els dies","Mai","Mai","Amb menys freqüència","La Sexta","No escolta la ràdio / No té ràdio","No llegeix diaris","No ho sap","Correcte","Incorrecte","6","No ho sap","No","Altres comunitats autònomes","Altres comunitats autònomes","Blanc/a","Cap: Agnosticisme","No treballa","Llicenciatura (Titulacions amb equivalència oficial: 2on cicle INEF; dansa i Art Dramàtic (Des de 1992); Grau Superior","Dona","Heterosexual","Vidu/a","Català (valencià / balear)","Totes dues igual: català (valencià / balear) i castellà","No","Sí","Sí","No","No","Jo sol/a","De 2.001 a 2.400 €","No","1"
2,"Barcelona","10.001-50.000 habitants","Maresme","Sí, tinc la ciutadania (espanyola)","Femení",72,"Catalunya","Pitjor","Mai","Amb menys freqüència","Mai","Mai","Mai","TV3","No escolta la ràdio / No té ràdio","No llegeix diaris","No ho sap","No ho sap","Incorrecte","3","No ho sap","No","Catalunya","Catalunya","Blanc/a","Catolicisme","No treballa","Educació Primària (Educació Primària de la LOGSE, 5è curs d’EGB, ensenyament primari antic)","Dona","Heterosexual","Casat/ada","Català (valencià / balear)","Català (valencià / balear)","Sí","Sí","No","No","No","Parella sense fills/es","No contesta","No","3"
1,"Tarragona","10.001-50.000 habitants","Baix Penedès","Sí, tinc la ciutadania (espanyola)","Masculí",48,"Catalunya","Igual","5-6 dies per setmana","5-6 dies per setmana","Mai","Mai","3-4 dies per setmana","Cuatro","No escolta la ràdio / No té ràdio","La Vanguardia (castellà)","Correcte","Correcte","No ho sap","No ho sap","No ho sap","Sí","Altres comunitats autònomes","Altres comunitats autònomes","Blanc/a","Catolicisme","Treballa","Llicenciatura (Titulacions amb equivalència oficial: 2on cicle INEF; dansa i Art Dramàtic (Des de 1992); Grau Superior","Home","Heterosexual","Solter/a","Castellà","Castellà","No","Sí","No","Sí","No","Jo sol/a","De 1.201 a 1.800 €","No","2"
3,"Girona","10.001-50.000 habitants","Gironès","Sí, tinc la ciutadania (espanyola)","Masculí",63,"Fora d'Espanya","Pitjor","Mai","Tots els dies","1-2 dies per setmana","Mai","Amb menys freqüència","Canal 3/24","Catalunya Ràdio","No llegeix diaris","Correcte","Correcte","Correcte","6","16","No","Fora d'Espanya","Fora d'Espanya","Blanc/a","Cap: Ateisme","No treballa","FP de Grau Mig (Cicle/mòdul formatiu de FP (grau mitjà), d’Arts Plàstiques i Disseny, Música i Dansa, ensenyaments","Home","Heterosexual","Casat/ada","Castellà","Castellà","Sí","No","No","No","No","Parella amb fills/es","De 1.201 a 1.800 €","Sí","3"
4,"Tarragona","10.001-50.000 habitants","Baix Penedès","Sí, tinc la ciutadania (espanyola)","Masculí",64,"Altres comunitats autònomes","Pitjor","Mai","Tots els dies","Mai","Mai","Mai","TV3","No escolta la ràdio / No té ràdio","No llegeix diaris","No ho sap","No ho sap","Aproximat","3","16","No","Altres comunitats autònomes","Altres comunitats autònomes","Blanc/a","Cap: Agnosticisme","No treballa","Educació Primària (Educació Primària de la LOGSE, 5è curs d’EGB, ensenyament primari antic)","Home","Heterosexual","Divorciat/ada","Castellà","Castellà","No","No","No","No","No","Monoparental: pare/mare amb fills/es i altres familiars","No ho sap","No","1"
5,"Barcelona","10.001-50.000 habitants","Maresme","Sí, tinc la ciutadania (espanyola)","Femení",18,"Fora d'Espanya","Millor","1-2 dies per setmana","Tots els dies","Mai","Amb menys freqüència","Mai","Telecinco","No escolta els informatius","El Mundo","No ho sap","No ho sap","Aproximat","3","16","No","Fora d'Espanya","Fora d'Espanya","Llatí/ina","Cristianisme evangèlic/protestant","No treballa","Educació secundaria (ESO, EGB, Graduat Escolar, Certificat d’Escolaritat, Batxillerat Elemental)","Dona","Heterosexual","Solter/a","Castellà","Castellà","No","No","No","No","Sí","Dues persones o més que no són parella","De 1.801 a 2.000 €","No","2"
3,"Tarragona","10.001-50.000 habitants","Baix Penedès","Sí, tinc la ciutadania (espanyola)","Masculí",43,"Catalunya","Pitjor","Mai","Mai","Mai","Mai","Mai","La 1","Altres emissores estatals","El Periódico (castellà)","No ho sap","No ho sap","Incorrecte","3","13","No","Catalunya","Altres comunitats autònomes","Blanc/a","Catolicisme","Treballa","FP de Grau Superior (Cicle/mòdul formatiu de FP (grau superior) d’Arts Plàstiques, Disseny, Música i Dansa, Esport,","Home","Heterosexual","Solter/a","Castellà","Totes dues igual: català (valencià / balear) i castellà","Sí","Sí","No","No","Sí","Monoparental: pare/mare amb fills/es","No contesta","No","1"
4,"Girona","10.001-50.000 habitants","Gironès","Sí, tinc la ciutadania (espanyola)","Femení",48,"Catalunya","Igual","Mai","Tots els dies","Amb menys freqüència","Tots els dies","Amb menys freqüència","TV3","Altres emissores estatals","No llegeix diaris","Correcte","Correcte","Incorrecte","6","15","No","Catalunya","Catalunya","Blanc/a","Catolicisme","Treballa","FP de Grau Superior (Cicle/mòdul formatiu de FP (grau superior) d’Arts Plàstiques, Disseny, Música i Dansa, Esport,","Dona","Heterosexual","Parella de fet","Català (valencià / balear)","Català (valencià / balear)","Sí","Sí","No","Sí","No","Parella amb fills/es","De 1.201 a 1.800 €","No","3"
1,"Barcelona","10.001-50.000 habitants","Maresme","Sí, tinc la ciutadania (espanyola)","Masculí",77,"Catalunya","Igual","Tots els dies","Tots els dies","Mai","Tots els dies","1-2 dies per setmana","TV3","No escolta els informatius","Diaris esportius","No ho sap","Incorrecte","Incorrecte","4","17","No","Catalunya","Altres comunitats autònomes","Blanc/a","Catolicisme","No treballa","Llicenciatura (Titulacions amb equivalència oficial: 2on cicle INEF; dansa i Art Dramàtic (Des de 1992); Grau Superior","Home","Heterosexual","Vidu/a","Català (valencià / balear)","Català (valencià / balear)","Sí","Sí","Sí","Sí","No","Jo sol/a","De 2.401 a 3.000 €","No","3"
1,"Girona","10.001-50.000 habitants","Gironès","Sí, tinc la ciutadania (espanyola)","Femení",54,"Catalunya","Pitjor","3-4 dies per setmana","Tots els dies","1-2 dies per setmana","3-4 dies per setmana","3-4 dies per setmana","TV3","Catalunya Ràdio","Ara","Correcte","Aproximat","Aproximat","4","16","No","Catalunya","Catalunya","Blanc/a","Catolicisme","Treballa","Batxillerat (Batxillerat LOGSE, BUP, Batxillerat Superior (6è), Batxillerat Universitari (7è), inclòs COU i PREU)","Dona","Heterosexual","Divorciat/ada","Català (valencià / balear)","Català (valencià / balear)","Sí","Sí","No","Sí","Sí","Jo sol/a","De 1.801 a 2.000 €","No","3"
2,"Girona","10.001-50.000 habitants","Gironès","Sí, tinc la ciutadania (espanyola)","Femení",57,"Catalunya","Pitjor","1-2 dies per setmana","1-2 dies per setmana","1-2 dies per setmana","1-2 dies per setmana","Amb menys freqüència","TV3","Altres emissores locals","La Vanguardia (català)","No ho sap","Aproximat","Aproximat","3","16","No","Catalunya","Altres comunitats autònomes","Blanc/a","Catolicisme","Treballa","Educació secundaria (ESO, EGB, Graduat Escolar, Certificat d’Escolaritat, Batxillerat Elemental)","Dona","Heterosexual","Solter/a","Català (valencià / balear)","Català (valencià / balear)","Sí","No","Sí","No","No","Monoparental: pare/mare amb fills/es","De 1.201 a 1.800 €","Sí","1"
2,"Girona","10.001-50.000 habitants","Gironès","Sí, tinc la ciutadania (espanyola)","Masculí",64,"Catalunya","Igual","Tots els dies","1-2 dies per setmana","Tots els dies","3-4 dies per setmana","3-4 dies per setmana","TV3","Rac 1","La Vanguardia (català)","Correcte","Correcte","Aproximat","3","16","No","Catalunya","Catalunya","Altres","Cap: Agnosticisme","No treballa","Diplomatura (Només diplomatures oficials, no codificar aquí els tres primers anys d’una llicenciatura o grau de més)","Home","Heterosexual","Parella de fet","Català (valencià / balear)","Català (valencià / balear)","Sí","Sí","Sí","Sí","No","Parella sense fills/es","De 4.501 a 5.000 €","No","3"
1,"Tarragona","10.001-50.000 habitants","Baix Penedès","Sí, tinc la ciutadania (espanyola)","Femení",53,"Catalunya","Igual","Mai","Mai","Mai","Amb menys freqüència","Amb menys freqüència","No mira els informatius","No escolta la ràdio / No té ràdio","No compra diaris","No ho sap","No ho sap","Correcte","6","16","No","Altres comunitats autònomes","Catalunya","Blanc/a","Budisme","Treballa","FP de Grau Superior (Cicle/mòdul formatiu de FP (grau superior) d’Arts Plàstiques, Disseny, Música i Dansa, Esport,","Dona","Heterosexual","Solter/a","Totes dues igual: català (valencià / balear) i castellà","Totes dues igual: català (valencià / balear) i castellà","No","Sí","No","No","No","Jo sol/a","No contesta","No","1"
4,"Barcelona","150.001-1.000.000 habitants","Barcelonès","Sí, tinc la ciutadania i una altra","Femení",41,"Fora d'Espanya","Pitjor","Tots els dies","Tots els dies","Tots els dies","Tots els dies","Mai","Antena 3","No ho sap","El País","No ho sap","No ho sap","Incorrecte","3","25","No","Fora d'Espanya","Fora d'Espanya","Magribí/ina o àrab","Islam","No treballa","Educació Primària (Educació Primària de la LOGSE, 5è curs d’EGB, ensenyament primari antic)","Dona","Heterosexual","Casat/ada","Altres llengües o altres combinacions","Castellà","Sí","No","No","Sí","Sí","Parella amb fills/es","De 1001 a 1200 €","No","2"
2,"Barcelona","150.001-1.000.000 habitants","Barcelonès","Sí, tinc la ciutadania i una altra","Masculí",62,"Fora d'Espanya","Pitjor","Mai","Mai","Mai","Mai","Mai","No veu la TV / No té TV","No escolta els informatius","No llegeix diaris","No ho sap","Aproximat","Incorrecte","8","14","No","Fora d'Espanya","Fora d'Espanya","Llatí/ina","Cap: Ateisme","Treballa","Batxillerat (Batxillerat LOGSE, BUP, Batxillerat Superior (6è), Batxillerat Universitari (7è), inclòs COU i PREU)","Home","Heterosexual","Casat/ada","Castellà","Castellà","No","Sí","No","No","No","Parella sense fills/es","De 1.201 a 1.800 €","No","1"
1,"Barcelona","10.001-50.000 habitants","Maresme","Sí, tinc la ciutadania (espanyola)","Masculí",69,"Altres comunitats autònomes","Pitjor","Mai","Tots els dies","5-6 dies per setmana","Tots els dies","3-4 dies per setmana","La Sexta","SER","No llegeix diaris","Aproximat","Correcte","Incorrecte","3","8","No","Altres comunitats autònomes","Altres comunitats autònomes","Blanc/a","Cap: Ateisme","No treballa","FP de Grau Superior (Cicle/mòdul formatiu de FP (grau superior) d’Arts Plàstiques, Disseny, Música i Dansa, Esport,","Home","Heterosexual","Divorciat/ada","Castellà","Català (valencià / balear)","Sí","Sí","No","No","No","Jo sol/a","No contesta","No","1"
2,"Barcelona","10.001-50.000 habitants","Maresme","Sí, tinc la ciutadania (espanyola)","Masculí",60,"Catalunya","Igual","1-2 dies per setmana","1-2 dies per setmana","Tots els dies","Amb menys freqüència","1-2 dies per setmana","TV3","Rac 1","La Vanguardia (català)","Correcte","Incorrecte","Incorrecte","3","18","No","Catalunya","Catalunya","Blanc/a","Cap: Ateisme","Treballa","Batxillerat (Batxillerat LOGSE, BUP, Batxillerat Superior (6è), Batxillerat Universitari (7è), inclòs COU i PREU)","Home","Heterosexual","Divorciat/ada","Català (valencià / balear)","Català (valencià / balear)","Sí","Sí","Sí","No","No","Parella sense fills/es","De 5.001 a 6.000 €","No","3"
2,"Barcelona","2.001-10.000 habitants","Vallès Oriental","Sí, tinc la ciutadania (espanyola)","Femení",69,"Catalunya","Igual","Tots els dies","Tots els dies","Tots els dies","3-4 dies per setmana","3-4 dies per setmana","TV3","Catalunya Ràdio","Ara","Correcte","Correcte","Aproximat","3","16","No","Catalunya","Catalunya","Blanc/a","Catolicisme","No treballa","Llicenciatura (Titulacions amb equivalència oficial: 2on cicle INEF; dansa i Art Dramàtic (Des de 1992); Grau Superior","Dona","Heterosexual","Casat/ada","Català (valencià / balear)","Català (valencià / balear)","Sí","Sí","Sí","Sí","No","Parella sense fills/es","De 4.001 a 4.500 €","No","3"
4,"Barcelona","2.001-10.000 habitants","Vallès Oriental","Sí, tinc la ciutadania (espanyola)","Masculí",18,"Catalunya","Igual","Mai","3-4 dies per setmana","Mai","3-4 dies per setmana","Amb menys freqüència","Antena 3","No escolta la ràdio / No té ràdio","No llegeix diaris","No ho sap","Incorrecte","Aproximat","3","16","No","Fora d'Espanya","Fora d'Espanya","Llatí/ina","Cap: Agnosticisme","Treballa","Programes de garantia social","Home","Heterosexual","Solter/a","Castellà","Castellà","Sí","Sí","No","No","No","Parella amb fills/es","De 3.001 a 4.000 €","No","2"
4,"Barcelona","2.001-10.000 habitants","Vallès Oriental","Sí, tinc la ciutadania (espanyola)","Femení",46,"Catalunya","Pitjor","3-4 dies per setmana","Mai","Mai","3-4 dies per setmana","Amb menys freqüència","TV3","Catalunya Informació","VILAWEB","No ho sap","Incorrecte","Aproximat","3","16","No","Catalunya","Catalunya","Blanc/a","Catolicisme","No treballa","FP de Grau Superior (Cicle/mòdul formatiu de FP (grau superior) d’Arts Plàstiques, Disseny, Música i Dansa, Esport,","Dona","Heterosexual","Separat/ada","Català (valencià / balear)","Català (valencià / balear)","Sí","No","No","No","No","Monoparental: pare/mare amb fills/es i altres familiars","De 1.801 a 2.000 €","No","3"
2,"Barcelona","2.001-10.000 habitants","Vallès Oriental","Sí, tinc la ciutadania i una altra","Masculí",30,"Catalunya","Millor","3-4 dies per setmana","Mai","Mai","3-4 dies per setmana","3-4 dies per setmana","TV3","No escolta la ràdio / No té ràdio","No llegeix diaris","No ho sap","No ho sap","Aproximat","3","16","No","Catalunya","Catalunya","Blanc/a","Cap: Ateisme","Treballa","Màster oficial universitari (Especialitats mèdiques o equivalent)","Home","Heterosexual","Solter/a","Català (valencià / balear)","Català (valencià / balear)","Sí","Sí","No","No","No","Parella sense fills/es","De 4.001 a 4.500 €","No","2"
1,"Barcelona","2.001-10.000 habitants","Vallès Oriental","Sí, tinc la ciutadania (espanyola)","Masculí",54,"Catalunya","Igual","Tots els dies","1-2 dies per setmana","Tots els dies","Mai","3-4 dies per setmana","TV3","Rac 1","La Vanguardia (català)","Correcte","Incorrecte","Aproximat","3","16","No","Catalunya","Catalunya","Blanc/a","Catolicisme","Treballa","FP de Grau Superior (Cicle/mòdul formatiu de FP (grau superior) d’Arts Plàstiques, Disseny, Música i Dansa, Esport,","Home","Heterosexual","Casat/ada","Català (valencià / balear)","Català (valencià / balear)","Sí","Sí","No","No","No","Jo sol/a","No contesta","No","2"
3,"Barcelona","2.001-10.000 habitants","Vallès Oriental","Sí, tinc la ciutadania (espanyola)","Femení",39,"Catalunya","Igual","Tots els dies","Mai","Mai","Mai","1-2 dies per setmana","No mira els informatius","No escolta la ràdio / No té ràdio","La Vanguardia (català)","No ho sap","No ho sap","Aproximat","3","16","No","Catalunya","Catalunya","No ho sap","Cap: Ateisme","Treballa","Llicenciatura (Titulacions amb equivalència oficial: 2on cicle INEF; dansa i Art Dramàtic (Des de 1992); Grau Superior","Dona","Heterosexual","Solter/a","Català (valencià / balear)","Català (valencià / balear)","Sí","Sí","No","Sí","No","Parella amb fills/es","No contesta","No","3"
2,"Barcelona","2.001-10.000 habitants","Vallès Oriental","Sí, tinc la ciutadania (espanyola)","Masculí",75,"Altres comunitats autònomes","Pitjor","Mai","Mai","Mai","3-4 dies per setmana","Mai","Telecinco","COPE","No llegeix diaris","No ho sap","Incorrecte","Aproximat","3","16","No","Altres comunitats autònomes","Altres comunitats autònomes","Blanc/a","Catolicisme","No treballa","Educació Primària (Educació Primària de la LOGSE, 5è curs d’EGB, ensenyament primari antic)","Home","Heterosexual","Casat/ada","Castellà","Castellà","Sí","No","Sí","No","Sí","Parella sense fills/es","De 601 a 900 €","No","1"
2,"Barcelona","2.001-10.000 habitants","Vallès Oriental","Sí, tinc la ciutadania (espanyola)","Masculí",73,"Altres comunitats autònomes","Igual","Tots els dies","Tots els dies","Tots els dies","1-2 dies per setmana","5-6 dies per setmana","TV3","No escolta els informatius","El Punt Avui","Correcte","Correcte","Aproximat","5","16","No","Altres comunitats autònomes","Altres comunitats autònomes","Blanc/a","Catolicisme","No treballa","Llicenciatura (Titulacions amb equivalència oficial: 2on cicle INEF; dansa i Art Dramàtic (Des de 1992); Grau Superior","Home","Heterosexual","Casat/ada","Castellà","Català (valencià / balear)","Sí","Sí","No","Sí","No","Parella sense fills/es","De 2.401 a 3.000 €","No","3"
3,"Barcelona","2.001-10.000 habitants","Vallès Oriental","Sí, tinc la ciutadania (espanyola)","Masculí",48,"Catalunya","Pitjor","1-2 dies per setmana","1-2 dies per setmana","1-2 dies per setmana","1-2 dies per setmana","Mai","Canal 3/24","Catalunya Ràdio","No té cap diari habitual","No ho sap","Correcte","Aproximat","4","16","No","Altres comunitats autònomes","Altres comunitats autònomes","Blanc/a","Cap: Ateisme","Treballa","FP de Grau Superior (Cicle/mòdul formatiu de FP (grau superior) d’Arts Plàstiques, Disseny, Música i Dansa, Esport,","Home","Heterosexual","Casat/ada","Castellà","Català (valencià / balear)","Sí","Sí","No","No","No","Parella amb fills/es","De 1.201 a 1.800 €","No","3"
2,"Barcelona","2.001-10.000 habitants","Vallès Oriental","Sí, tinc la ciutadania (espanyola)","Masculí",70,"Catalunya","Igual","Mai","3-4 dies per setmana","Mai","1-2 dies per setmana","3-4 dies per setmana","TV3","No escolta els informatius","Altres diaris comarcals/locals","No ho sap","Incorrecte","Incorrecte","3","18","No","Altres comunitats autònomes","Altres comunitats autònomes","Blanc/a","Catolicisme","No treballa","Educació Primària (Educació Primària de la LOGSE, 5è curs d’EGB, ensenyament primari antic)","Home","Heterosexual","Casat/ada","Castellà","Castellà","Sí","Sí","No","No","No","Parella sense fills/es","No contesta","Sí","1"
